id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,economic
3175,4,1,23,69,109,2015,1,1992,1,1,1,10,0,2,40.0,170,150,3,4,4,2,3,3,3,2,3,1,4.0,2.0,2.0,3.0,30000.0,4,3,1,2,1,3,2,3,3,23,-0.1500561942335076
3176,3,2,5,8,23,2015,1,1963,1,-8,1,3,36000,1,78.0,164,120,4,4,4,2,4,4,1,2,4,4,,,,,50000.0,2,3,1,2,3,2,2,4,3,52,-0.05709426639582232
3177,4,2,28,81,122,2015,1,1996,1,1,1,6,-1,2,200.0,170,120,5,4,4,1,2,3,5,4,5,6,,,,,30000.0,3,4,-2,2,1,2,1,4,-8,19,-0.15005692871361156
3178,4,1,26,75,115,2015,2,1994,1,1,1,12,24000,1,90.0,160,104,5,4,4,2,1,3,3,4,6,6,,,,,320000.0,4,3,2,1,1,1,1,2,-8,21,0.8321201862194015
3179,4,1,12,32,60,2015,2,1991,1,1,1,7,12000,1,50.0,161,108,4,4,4,4,3,4,2,3,4,1,3.0,5.0,1.0,3.0,72000.0,2,3,1,2,3,2,2,3,2,24,-0.001549141868963576
3180,4,1,29,82,125,2015,2,1978,1,1,1,6,0,1,120.0,152,110,4,4,4,2,3,3,3,3,5,5,,,,,40000.0,3,2,1,2,3,2,2,4,-8,37,-0.11679588958768686
3181,5,1,9,20,42,2015,1,1959,1,1,1,6,50000,1,180.0,168,130,4,5,4,2,3,4,3,4,3,1,3.0,32.0,1.0,3.0,60000.0,2,3,2,2,3,2,2,4,3,56,-0.013551226759658613
3182,4,1,13,36,67,2015,2,1974,1,1,1,4,0,1,200.0,150,90,3,5,3,2,3,3,3,4,5,5,,,,,-2.0,2,3,1,2,3,3,3,4,-8,41,-0.24984376023479923
3183,5,2,10,24,46,2015,1,1982,4,0,5,3,50000,1,80.0,165,160,5,5,5,1,2,4,2,2,5,3,,,,,60000.0,4,3,1,1,3,2,1,4,3,33,-0.013551226759658613
3184,3,1,31,87,130,2015,1,1986,1,1,1,10,40000,1,90.0,170,140,5,5,2,2,2,4,2,2,1,1,3.0,6.0,1.0,2.0,70000.0,3,3,1,2,1,2,1,3,2,29,0.012364267180431486
3185,4,1,12,32,56,2015,1,1971,1,1,1,5,50000,1,70.0,168,138,4,5,5,4,3,4,2,2,5,1,3.0,11.0,1.0,3.0,60000.0,3,2,0,2,3,3,2,2,3,44,-0.013551226760625328
3186,4,1,27,78,118,2015,2,1991,1,1,1,13,7400,4,105.0,168,125,5,5,5,2,2,5,3,4,3,1,3.0,1.0,2.0,3.0,60000.0,3,2,1,2,1,3,2,4,2,24,-0.044840120371155985
3187,3,1,9,22,44,2015,1,1967,1,1,1,4,0,1,145.0,178,182,1,1,3,1,5,4,2,4,4,5,,,,,20000.0,3,2,2,2,3,3,3,5,-8,48,-0.1833164988812617
3188,2,2,28,81,123,2015,2,1938,1,1,1,1,300,1,260.0,148,70,1,1,1,2,3,2,1,3,3,3,,,,,300.0,1,2,1,2,3,3,1,3,3,77,-0.24861895471423207
3189,3,1,21,63,99,2015,2,1943,1,1,1,8,36000,1,80.0,160,130,1,1,5,5,5,3,2,2,-8,5,,,,,60000.0,2,3,1,2,3,2,2,4,2,72,-0.02383396174903488
3190,4,1,28,81,122,2015,2,1970,1,1,1,3,10000,1,100.0,150,110,3,3,3,1,4,3,1,3,3,3,,,,,100000.0,2,3,1,2,3,2,1,3,3,45,0.09011074900070176
3191,4,2,29,82,124,2015,2,1964,1,0,3,4,10000,1,100.0,148,110,4,4,3,1,3,3,1,4,5,3,,,,,30000.0,2,3,1,2,3,2,2,4,2,51,-0.14271138352681023
3192,4,1,31,87,130,2015,2,1957,1,1,1,6,2000,1,33.6,160,120,4,4,4,2,4,4,1,3,5,5,,,,,2000.0,1,2,1,2,7,2,2,4,2,58,-0.24171608510413964
3193,4,2,28,81,122,2015,1,1965,1,1,1,3,2000,1,100.0,170,120,4,4,4,1,3,2,1,4,5,3,,,,,15000.0,3,2,1,2,3,3,3,3,3,50,-0.19847768906331592
3194,4,1,4,7,14,2015,1,1986,1,1,1,6,48000,1,10.0,176,135,4,4,3,1,3,3,3,4,5,1,2.0,4.0,1.0,1.0,48000.0,1,2,1,2,3,2,1,3,-8,29,-0.054932554478109706
3195,3,2,22,65,103,2015,1,1941,1,1,1,3,700,1,100.0,150,80,3,3,3,1,3,4,1,2,2,4,,,,,40700.0,2,2,1,2,7,3,2,4,2,74,-0.11395353151294292
3196,4,1,15,42,73,2015,2,1972,1,1,1,4,20000,1,100.0,160,120,5,4,5,2,2,3,2,4,5,1,3.0,27.0,1.0,3.0,900000.0,2,3,1,2,3,2,2,4,2,43,2.7582799314503936
3197,4,1,31,87,130,2015,1,1954,1,1,1,6,20000,1,72.0,167,75,1,2,2,2,1,1,1,4,2,5,,,,,15000.0,1,3,1,2,6,3,1,4,2,61,-0.18525702979029404
3198,4,2,31,88,133,2015,1,1967,1,1,1,4,50000,1,40.0,170,140,3,4,4,1,4,4,1,2,2,2,,,,,50000.0,2,3,1,2,3,3,2,3,2,48,-0.04681153140644605
3199,3,1,13,36,67,2015,1,1959,1,1,1,4,0,1,90.0,165,128,3,5,5,2,4,4,4,2,2,5,,,,,-3.0,2,3,1,2,3,3,3,5,-8,56,-0.24984708626526392
3200,3,1,1,1,5,2015,2,1956,1,0,8,6,36000,1,60.0,158,130,3,3,3,2,5,5,3,3,2,5,,,,,300000.0,2,3,1,1,3,2,3,4,2,59,0.7744133497738636
3201,4,1,7,18,40,2015,1,1954,1,1,1,9,12000,4,40.0,172,170,2,2,2,2,3,4,3,3,4,5,,,,,30000.0,2,3,2,2,3,2,1,3,1,61,-0.1412424213854708
3202,4,1,1,1,6,2015,2,1944,1,1,1,6,43200,1,34.0,150,80,3,2,4,2,2,2,2,4,5,5,,,,,94800.0,2,3,1,2,3,2,2,4,2,71,0.09720016213060746
3203,4,2,2,2,9,2015,2,1949,8,0,7,3,1500,1,100.0,160,100,4,4,4,1,3,3,1,1,3,1,9.0,-1.0,1.0,4.0,3000.0,2,3,3,2,3,2,2,2,2,66,-0.2387572951738291
3204,4,2,13,36,66,2015,2,1970,8,1,1,1,-2,1,450.0,150,90,4,4,4,1,4,3,1,4,4,3,,,,,-3.0,2,3,1,2,3,3,1,4,2,45,-0.2498485552274053
3205,4,1,19,57,91,2015,1,1990,1,1,1,13,30000,4,90.0,175,140,4,5,4,2,4,3,4,3,2,1,3.0,1.0,1.0,3.0,200000.0,1,3,2,1,1,2,1,2,2,25,0.4374034168819708
3206,4,1,31,87,132,2015,2,1981,1,1,1,10,40000,1,65.0,165,120,5,5,4,2,3,4,4,4,4,1,8.0,10.0,2.0,4.0,80000.0,3,3,1,1,3,2,2,4,2,34,0.045624571827218914
3207,2,1,15,42,73,2015,2,1939,1,1,1,1,-1,1,150.0,157,120,3,4,4,1,4,4,1,3,6,4,,,,,80000.0,3,3,2,1,3,2,2,3,-8,76,0.016244594519358904
3208,1,1,13,37,68,2015,1,1975,1,1,1,3,12000,1,75.0,175,130,5,3,2,1,2,4,1,1,1,1,3.0,10.0,1.0,3.0,50000.0,3,2,1,2,3,3,3,3,1,40,-0.07472181209286263
3209,5,1,24,71,111,2015,2,1988,1,0,9,10,36000,2,200.0,168,110,4,5,4,5,4,4,2,4,5,1,3.0,5.0,1.0,3.0,100000.0,3,3,2,2,3,2,1,4,2,27,0.10920725683811483
3210,4,2,2,2,9,2015,1,1957,8,1,1,3,-2,1,300.0,170,100,3,4,4,1,4,3,1,4,5,3,,,,,50000.0,7,3,1,1,3,2,2,4,2,58,-0.08353705390207408
3211,3,1,11,30,53,2015,2,1963,1,1,1,3,6000,1,100.0,160,134,4,4,3,1,4,4,1,4,4,1,2.0,20.0,1.0,4.0,6000.0,4,2,0,2,3,3,2,4,-8,52,-0.22547403896274568
3212,5,1,27,78,118,2015,1,1975,1,1,1,12,48000,1,90.0,176,150,4,4,5,2,2,4,2,4,3,1,3.0,15.0,1.0,3.0,84000.0,3,2,1,1,3,2,2,4,2,40,0.06480454225032506
3213,5,1,21,63,99,2015,1,1956,1,1,1,3,50000,1,100.0,166,130,4,4,5,2,4,5,3,4,7,1,2.0,47.0,1.0,4.0,50000.0,3,4,1,2,3,3,1,4,2,59,-0.046811531405479334
3214,4,1,31,86,129,2015,2,1977,1,1,1,4,0,1,40.0,160,110,2,4,4,1,2,5,1,4,3,6,,,,,10000.0,3,2,0,2,3,3,2,4,3,38,-0.21657680352804914
3215,4,2,6,16,32,2015,2,1952,1,1,1,4,6000,1,200.0,155,90,2,3,3,1,3,2,1,3,6,3,,,,,-2.0,4,2,1,2,3,2,2,5,2,63,-0.24543687381174756
3216,4,1,5,11,27,2015,2,1986,1,1,1,10,35000,1,60.0,160,120,3,4,4,2,3,3,2,3,5,1,3.0,5.0,1.0,3.0,90000.0,3,3,1,2,3,1,2,3,2,29,0.07521247112065767
3217,4,2,18,51,84,2015,2,1940,1,1,1,1,1500,1,60.0,150,85,3,3,3,1,3,1,1,2,3,5,,,,,1500.0,1,1,1,2,7,3,1,3,-8,75,-0.24374634087278058
3218,4,2,17,48,81,2015,1,1952,3,0,8,3,35000,1,90.0,173,120,3,4,3,1,2,4,1,2,3,1,3.0,30.0,2.0,3.0,40000.0,2,2,1,2,3,1,2,4,2,63,-0.09108905211424617
3219,5,1,23,69,109,2015,2,1993,1,1,1,4,0,1,110.0,176,103,4,5,5,1,2,4,2,5,10,6,,,,,40000.0,5,3,1,2,3,2,1,3,2,22,-0.11679588958672016
3220,2,1,13,37,68,2015,1,1980,1,1,1,11,21600,4,22.0,173,140,5,5,2,1,2,2,2,2,1,1,3.0,8.0,2.0,3.0,21600.0,5,2,0,2,3,3,2,3,3,35,-0.16213005901130947
3221,4,2,22,65,104,2015,2,1972,8,1,4,3,0,-8,100.0,150,100,2,2,3,1,4,4,1,3,2,6,,,,,10000.0,5,1,1,2,3,3,2,3,3,43,-0.21657680352901584
3222,4,1,18,55,89,2015,2,1968,1,1,1,6,18000,1,110.0,160,120,5,4,4,2,2,4,2,2,4,1,3.0,27.0,1.0,3.0,30000.0,4,2,1,2,3,2,2,4,3,47,-0.13683553496241907
3223,2,1,12,33,62,2015,1,1971,1,1,1,3,24000,1,80.0,174,130,4,4,2,1,5,2,1,2,4,1,4.0,27.0,1.0,3.0,24000.0,6,2,1,2,3,2,1,4,3,44,-0.15238483132647312
3224,5,1,1,1,8,2015,2,1931,1,1,1,4,36000,4,12.0,158,115,4,5,5,2,4,1,1,3,5,5,,,,,36000.0,1,2,1,2,7,2,2,3,3,84,-0.10365869290229142
3225,3,1,6,15,31,2015,1,1938,1,1,1,7,36000,1,43.0,168,88,3,3,3,2,3,3,3,3,5,5,,,,,72000.0,2,3,1,2,3,2,1,4,2,77,0.016078403827110038
3226,2,2,22,66,105,2015,2,1945,1,1,1,3,0,1,160.0,156,80,2,2,3,1,3,4,1,3,2,4,,,,,1200.0,1,2,1,2,3,3,2,4,3,70,-0.24584587161722204
3227,4,2,15,43,74,2015,2,1965,1,1,1,3,2000,1,300.0,155,120,4,4,4,1,3,3,1,2,6,3,,,,,90000.0,6,3,1,2,3,2,2,4,3,50,0.05097459578855646
3228,4,2,29,82,124,2015,1,1964,1,1,1,4,20000,1,80.0,173,134,4,3,3,1,3,3,1,4,5,1,3.0,-2.0,1.0,3.0,40000.0,1,3,1,2,3,2,2,4,2,51,-0.10210626817332548
3229,4,1,9,20,42,2015,1,1997,1,1,1,6,0,2,20.0,170,150,4,4,4,1,4,3,3,4,6,6,,,,,-2.0,2,3,1,2,1,2,2,4,-8,18,-0.24984376023479923
3230,4,2,29,83,126,2015,2,1963,1,1,1,2,0,1,200.0,162,102,5,4,4,1,2,1,1,4,4,4,,,,,60000.0,5,3,1,2,3,2,2,3,2,52,-0.0502752802931453
3231,1,2,11,31,54,2015,2,1950,1,1,1,4,-3,1,120.0,160,120,2,-8,-8,1,4,3,4,2,-8,1,3.0,26.0,1.0,-8.0,-3.0,4,2,1,2,3,3,2,4,3,65,-0.2498492897094426
3232,3,1,1,1,7,2015,2,1948,1,-8,1,7,37200,1,41.0,160,110,3,4,4,2,2,3,1,3,7,5,,,,,37200.0,1,2,2,2,3,2,2,3,2,67,-0.09878607905987324
3233,3,1,12,34,64,2015,2,1975,1,0,3,4,-2,1,140.0,160,104,3,2,2,2,2,2,1,1,3,4,,,,,-3.0,5,2,1,1,3,2,2,5,-8,40,-0.24984855522837193
3234,4,2,31,87,131,2015,2,1942,1,1,1,1,0,1,60.0,150,66,2,4,4,1,3,4,1,4,5,3,,,,,30000.0,1,3,1,2,7,2,1,5,2,73,-0.1500561942335076
3235,4,1,29,82,125,2015,2,1969,1,1,1,3,50000,1,140.0,162,130,5,4,4,1,2,3,2,-8,5,1,2.0,20.0,2.0,1.0,90000.0,4,2,1,2,3,2,2,4,2,46,0.08622968717973697
3236,4,1,12,32,58,2015,2,1984,1,1,3,9,20000,1,50.0,164,42,4,5,5,4,2,4,4,3,4,5,,,,,200000.0,2,3,1,2,3,3,2,4,2,31,0.4300586061752735
3237,4,1,1,1,4,2015,2,1966,1,1,1,6,36000,1,76.0,150,105,3,4,4,5,4,4,4,4,7,1,3.0,25.0,1.0,3.0,100000.0,3,3,1,2,3,2,2,3,2,49,0.10920725683811483
3238,4,2,31,87,130,2015,1,1940,1,1,1,3,660,1,100.0,175,126,4,5,2,1,3,4,1,4,5,4,,,,,20000.0,4,3,1,2,7,2,1,4,2,75,-0.18283174137365302
3239,3,1,1,1,4,2015,1,1962,1,1,1,8,24240,1,85.3,170,130,4,4,4,2,3,3,3,3,5,1,4.0,7.0,1.0,3.0,60000.0,2,2,1,2,6,3,2,3,2,53,-0.032471459141077665
3240,4,1,15,43,74,2015,2,1975,1,1,1,11,-3,1,100.0,168,120,4,4,4,5,3,2,2,4,5,1,3.0,10.0,1.0,2.0,-3.0,3,3,3,2,3,2,2,3,3,40,-0.24984928970847595
3241,4,1,29,82,125,2015,1,1948,1,1,1,6,30000,4,120.0,170,150,2,2,2,2,4,4,2,3,2,5,,,,,40000.0,2,2,1,2,3,3,3,4,3,67,-0.09476145746759487
3242,4,1,31,87,132,2015,1,1958,1,1,1,12,60000,4,50.0,176,150,2,4,4,2,3,1,1,2,4,1,3.0,33.0,1.0,2.0,100000.0,2,3,2,2,3,3,3,4,3,57,0.12683480253418847
3243,4,1,5,8,23,2015,2,1992,3,1,1,12,0,2,84.0,166,120,4,5,5,5,4,4,4,4,6,1,3.0,1.0,1.0,3.0,100000.0,1,4,1,2,1,2,2,5,2,23,0.08276593829497113
3244,4,1,27,77,117,2015,2,1942,1,1,1,1,24000,1,80.0,168,130,3,3,3,5,4,3,1,4,5,5,,,,,45000.0,2,3,1,2,3,2,1,4,2,73,-0.08253819156725287
3245,4,1,1,1,6,2015,2,1982,1,1,1,6,36000,1,40.0,164,110,4,4,4,2,4,4,2,3,6,1,3.0,12.0,1.0,3.0,160000.0,4,3,1,2,3,3,2,4,3,33,0.30876908471883946
3246,4,1,9,20,42,2015,1,1948,1,1,1,7,30000,4,160.0,168,140,4,5,4,2,3,4,4,4,6,5,,,,,60000.0,2,3,1,2,3,2,1,4,2,67,-0.028240848173053286
3247,4,2,13,36,66,2015,2,1953,6,1,1,1,6000,1,200.0,150,120,2,3,3,1,2,2,1,3,5,3,,,,,20000.0,6,3,1,2,3,2,2,5,3,62,-0.17890961245627662
3248,4,2,13,36,66,2015,1,1962,8,-8,1,4,7000,1,550.0,168,110,5,4,4,1,4,4,2,4,4,2,,,,,-2.0,2,2,1,2,3,3,3,4,3,53,-0.24470239274107777
3249,5,1,10,25,47,2015,2,1948,1,0,8,3,0,1,90.0,159,125,3,3,5,1,2,4,4,5,5,4,,,,,30000.0,2,2,2,2,3,2,1,4,2,67,-0.15005619423447428
3250,4,1,23,69,109,2015,1,1975,1,1,1,10,40000,1,40.0,175,130,5,5,5,2,2,4,4,3,2,1,2.0,20.0,1.0,3.0,60000.0,3,1,0,1,3,3,2,4,3,40,-0.02089603746828937
3251,4,2,13,35,65,2015,2,1947,6,1,1,1,0,1,400.0,160,89,1,1,3,1,2,-8,1,4,5,4,,,,,72000.0,4,2,1,2,3,2,1,5,2,68,-0.01036291471796709
3252,4,2,5,9,25,2015,1,1934,1,1,1,1,0,1,100.0,170,150,4,4,4,1,3,3,1,4,4,4,,,,,40000.0,5,3,1,2,3,2,2,3,2,81,-0.11679588958672016
3253,4,2,21,62,98,2015,1,1947,8,1,1,3,5000,1,240.0,167,130,4,4,4,1,4,4,1,4,1,2,,,,,10000.0,2,2,1,2,3,2,2,3,2,68,-0.21290439817470047
3254,3,2,28,81,122,2015,1,1952,1,1,1,3,10000,1,70.0,175,140,3,3,3,1,4,3,2,2,4,3,,,,,15000.0,2,2,2,2,4,3,2,3,2,63,-0.19260184049795806
3255,4,1,19,57,91,2015,1,1957,1,1,1,4,100000,1,45.0,174,130,4,4,4,5,3,4,2,2,5,1,3.0,38.0,1.0,2.0,120000.0,2,3,1,2,3,2,2,4,2,58,0.2227346546545527
3256,4,2,10,28,51,2015,1,1967,1,1,1,3,20000,1,159.0,170,135,5,5,5,1,3,3,1,3,5,3,,,,,30000.0,3,3,1,2,3,2,1,4,2,48,-0.1353665728201129
3257,4,2,29,83,126,2015,2,1949,1,1,1,3,10000,1,90.0,156,110,4,4,4,1,2,1,1,3,4,3,,,,,40000.0,1,2,1,2,3,2,2,4,2,66,-0.10945107888098955
3258,5,1,9,20,42,2015,2,1951,1,1,1,6,12000,4,130.0,168,120,3,5,5,1,2,4,2,4,8,5,,,,,80000.0,5,3,1,2,3,2,2,3,2,64,0.025059101848466374
3259,4,1,18,53,87,2015,1,1968,1,1,1,4,10000,1,100.0,174,180,4,5,4,2,1,4,4,2,1,5,,,,,15000.0,2,2,1,2,6,2,2,3,2,47,-0.19260184049795806
3260,3,2,22,65,104,2015,2,1960,1,1,1,3,0,1,100.0,150,102,3,4,3,1,2,4,1,2,3,4,,,,,30000.0,1,2,1,2,7,3,3,4,2,55,-0.15005619423447428
3261,4,1,27,78,118,2015,1,1989,1,1,1,4,80000,1,80.0,165,108,4,4,4,1,1,2,2,3,3,1,5.0,5.0,1.0,3.0,80000.0,3,2,0,2,3,2,1,4,2,26,0.07500381465304157
3262,4,1,16,44,75,2015,1,1982,1,-8,1,6,50000,1,100.0,168,140,4,5,5,5,2,4,1,4,6,1,3.0,10.0,1.0,3.0,150000.0,4,3,2,1,3,2,1,3,2,33,0.28579151506142825
3263,4,2,15,40,71,2015,2,1951,1,1,1,7,36000,1,300.0,157,110,4,4,4,2,3,1,1,4,5,5,,,,,-2.0,3,3,1,1,3,2,2,3,-8,64,-0.22340244169068876
3264,4,1,4,7,17,2015,2,1934,1,1,1,1,0,1,107.0,160,120,1,2,3,5,2,4,2,4,2,4,,,,,100000.0,5,2,1,1,3,2,2,4,3,81,0.0827659382930377
3265,3,1,2,3,10,2015,1,1968,1,1,1,4,-3,4,260.0,173,156,3,4,4,1,3,3,2,5,3,2,,,,,-2.0,7,3,1,1,3,2,1,3,-8,47,-0.24984596367801126
3266,4,1,27,77,117,2015,1,1927,1,1,1,4,30000,1,45.0,167,120,4,4,4,2,1,4,1,2,4,5,,,,,35000.0,2,3,1,2,7,2,2,2,2,88,-0.11139160979002186
3267,4,1,27,77,117,2015,1,1963,1,1,1,11,48000,4,120.0,180,160,5,5,5,5,1,5,5,3,5,1,3.0,33.0,1.0,2.0,120000.0,4,3,2,1,3,2,2,3,2,52,0.1845416389797265
3268,3,1,24,72,112,2015,1,1974,1,1,-8,6,-3,1,70.0,172,120,4,4,4,1,3,2,2,2,3,1,3.0,20.0,1.0,3.0,-3.0,8,3,1,1,3,2,1,4,-8,41,-0.24984928970847595
3269,4,2,22,67,107,2015,2,1952,8,1,4,3,2000,1,106.0,165,112,3,4,3,1,3,3,1,3,4,3,,,,,42000.0,2,3,1,2,3,2,2,4,2,63,-0.10867486651602322
3270,2,1,19,57,93,2015,2,1985,1,0,4,4,-3,1,100.0,160,120,4,5,2,2,3,4,3,2,5,1,6.0,7.0,1.0,2.0,-3.0,1,3,2,1,6,2,2,3,2,30,-0.24984928970847595
3271,4,1,19,57,92,2015,1,1972,1,1,1,4,80000,1,125.0,175,130,4,4,4,1,3,2,2,4,7,1,5.0,20.0,1.0,3.0,-2.0,5,3,0,2,3,3,2,2,2,43,-0.19108527458122057
3272,4,1,31,87,130,2015,1,1975,1,1,1,4,40000,1,84.0,162,120,5,5,3,1,2,2,1,4,4,1,5.0,21.0,1.0,3.0,86000.0,5,3,1,2,3,2,2,4,2,40,0.06558075461529136
3273,5,2,9,20,42,2015,2,1954,1,1,1,1,10000,1,200.0,155,115,4,4,4,1,1,4,1,4,6,6,,,,,55000.0,6,3,1,2,3,2,1,4,2,61,-0.05956062190984168
3274,4,1,1,1,4,2015,1,1995,1,1,1,7,38616,1,62.0,170,140,5,5,5,2,2,3,3,3,5,1,3.0,1.0,1.0,2.0,77016.0,2,3,1,2,1,2,2,3,3,20,0.03468317511881064
3275,4,2,8,19,41,2015,2,1962,4,0,3,3,5000,1,168.0,168,100,1,1,3,1,1,3,1,4,5,3,,,,,30000.0,5,3,1,1,3,2,1,4,2,53,-0.14638378888015888
3276,4,1,8,19,41,2015,1,1997,4,0,8,4,90000,1,18.0,178,121,4,4,3,2,2,3,1,3,5,1,2.0,3.0,1.0,1.0,160000.0,4,3,2,2,1,2,2,3,1,18,0.34843106253500505
3277,4,2,22,66,105,2015,1,1954,1,1,1,1,6000,1,100.0,160,100,3,3,3,1,2,4,2,3,3,4,,,,,6000.0,1,1,1,2,6,3,2,4,2,61,-0.22547403896371243
3278,2,2,27,77,117,2015,2,1991,1,0,1,4,0,1,100.0,159,170,4,4,4,1,2,3,1,2,5,6,,,,,40000.0,3,3,1,1,3,2,1,3,-8,24,-0.11679588958672016
3279,4,2,6,14,30,2015,1,1967,1,1,1,4,5000,1,110.0,170,130,2,4,3,1,4,2,1,5,6,2,,,,,7000.0,3,3,1,2,3,2,2,4,2,48,-0.22288248956777001
3280,4,2,31,89,134,2015,1,1975,1,1,1,4,30000,4,58.0,175,140,5,5,4,1,2,4,3,4,5,4,,,,,30000.0,1,4,2,1,3,1,2,4,2,40,-0.12802176211244887
3281,4,1,16,46,77,2015,1,1995,1,1,1,12,1000,2,120.0,176,124,4,4,3,1,4,3,4,3,5,6,,,,,80000.0,4,3,1,2,1,2,1,4,-8,20,0.016979810071099298
3282,5,2,17,49,82,2015,2,1962,1,1,1,6,10000,1,150.0,161,140,5,5,5,1,4,4,3,4,8,5,,,,,100000.0,6,4,1,1,3,2,1,4,-8,53,0.09011074900166847
3283,4,1,10,25,47,2015,2,1996,1,1,1,4,12000,2,115.0,170,120,5,5,5,2,1,3,1,3,5,1,5.0,3.0,2.0,3.0,30000.0,4,3,1,2,1,2,1,2,2,19,-0.1412424213854708
3284,4,1,16,45,76,2015,2,1990,1,1,1,13,-1,4,120.0,156,86,5,5,5,1,2,3,4,1,4,6,,,,,-2.0,5,3,1,2,1,2,2,3,4,25,-0.2498444947158699
3285,4,1,16,44,75,2015,1,1946,1,1,1,10,20000,1,250.0,170,140,2,5,4,5,3,4,2,2,3,5,,,,,30000.0,2,2,1,2,3,2,2,2,3,69,-0.1353665728210796
3286,4,1,27,80,120,2015,2,1947,8,1,1,4,27756,1,101.0,163,110,4,4,4,2,2,4,1,4,5,5,,,,,27756.0,1,2,1,2,7,3,2,4,2,68,-0.13713354999970426
3287,4,1,31,89,134,2015,1,1956,1,1,1,9,23000,4,60.0,170,192,2,2,5,2,1,4,1,4,5,5,,,,,108000.0,5,3,1,2,3,2,2,4,3,59,0.12626724663683828
3288,4,2,6,17,33,2015,1,1940,1,1,1,2,40000,1,150.0,162,133,4,5,5,1,5,4,2,4,6,1,1.0,45.0,1.0,4.0,40000.0,1,4,1,2,7,1,1,4,2,75,-0.08741664675896411
3289,2,1,28,81,121,2015,2,1987,1,1,1,4,30000,1,60.0,140,110,5,5,5,1,1,2,1,2,5,1,3.0,5.0,1.0,3.0,60000.0,4,3,1,1,3,2,2,4,2,28,-0.028240848173053286
3290,2,2,21,62,98,2015,2,1960,8,1,1,1,2000,1,150.0,154,106,2,2,2,1,2,4,1,2,1,4,,,,,40000.0,2,1,1,2,3,2,1,3,3,55,-0.11532692744731411
3291,3,1,5,8,23,2015,2,1962,1,1,1,6,19200,1,65.0,165,120,2,3,3,2,2,3,2,3,3,5,,,,,50000.0,2,3,0,2,3,2,2,3,3,53,-0.06943354838307385
3292,4,2,18,54,88,2015,1,1958,1,1,1,4,10000,1,230.0,167,115,3,4,4,1,2,3,2,3,5,2,,,,,15000.0,5,3,1,2,3,2,1,3,2,57,-0.19260184049699142
3293,3,1,19,59,95,2015,1,1976,1,1,1,4,50000,1,60.0,172,170,4,4,4,1,3,3,3,4,-8,1,4.0,20.0,1.0,3.0,50000.0,5,3,1,2,3,3,1,3,3,39,-0.04681153140644605
3294,4,1,27,78,118,2015,2,1964,1,1,1,6,20000,1,90.0,165,120,4,4,4,2,2,3,2,4,2,1,3.0,30.0,1.0,3.0,55000.0,3,2,1,2,3,3,2,4,3,51,-0.05221581120411105
3295,4,2,6,16,32,2015,2,1981,1,1,1,9,30000,1,170.0,159,103,5,5,5,1,4,4,3,2,5,1,3.0,16.0,1.0,2.0,70000.0,5,2,1,2,3,2,2,4,2,34,0.005019456472767437
3296,4,1,27,79,119,2015,2,1990,1,1,1,10,30000,1,60.0,160,100,5,5,5,1,2,4,3,4,5,1,3.0,4.0,1.0,3.0,70000.0,2,3,0,1,3,2,1,4,2,25,0.005019456473734145
3297,5,2,5,9,25,2015,1,1940,1,1,1,3,0,1,100.0,164,120,4,4,5,1,5,5,1,3,5,3,,,,,40000.0,1,3,1,2,7,2,2,4,2,75,-0.11679588958672016
3298,4,1,4,7,21,2015,1,1980,1,1,3,12,150000,1,76.0,182,168,4,5,3,5,2,3,3,2,5,1,3.0,12.0,1.0,3.0,300000.0,2,2,1,1,3,2,2,4,3,35,0.8581441918292466
3299,4,1,27,77,117,2015,2,1987,2,1,1,12,30000,2,95.0,165,110,4,5,5,1,3,3,1,4,5,1,2.0,3.0,1.0,2.0,50000.0,2,2,1,2,3,3,1,4,2,28,-0.06150115282080743
3300,4,2,2,2,9,2015,2,1989,8,1,1,3,25000,1,50.0,160,125,3,3,4,1,4,3,1,4,4,2,,,,,55000.0,6,4,1,2,3,2,1,3,2,26,-0.04854340584882897
3301,4,2,21,62,98,2015,2,1956,8,1,1,1,6000,1,250.0,155,120,2,2,3,1,3,3,1,4,2,3,,,,,12000.0,2,3,1,2,7,3,1,4,-8,59,-0.20551785617370655
3302,4,1,29,82,125,2015,1,1958,1,1,1,6,36000,1,78.0,170,120,3,4,4,2,3,3,1,4,4,5,,,,,60000.0,8,3,1,2,3,2,2,3,2,57,-0.02383396174903488
3303,5,2,28,81,121,2015,1,1996,1,1,1,12,0,2,300.0,175,130,4,5,4,1,2,3,5,4,6,1,9.0,-1.0,-8.0,-8.0,20000.0,5,2,1,2,1,2,2,4,2,19,-0.1833164988812617
3304,4,1,1,1,6,2015,2,1973,1,1,1,3,30000,1,38.9,159,104,3,3,3,2,2,3,1,2,3,1,4.0,7.0,1.0,3.0,70800.0,3,2,1,2,3,3,1,3,3,42,0.00768028084451043
3305,4,1,27,79,119,2015,1,1939,1,1,1,12,32000,1,60.0,178,150,5,5,5,2,3,4,3,4,5,5,,,,,50000.0,2,3,2,2,3,2,1,3,2,76,-0.06003219067850127
